Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
Evan Rodrigues,"BUF, PIT","C, L",167,1871.7833333333,16,31,19,12,47,69.12,268,5.97,17.26,460,362,195,73,10,30,38,19,19,0,0,30,54,56,71,134,62,487,597,44.93
Derek Grant,"ANA, PHI, PIT",C,178,1739.0166666667,20,27,17,10,47,72.31,192,10.42,17.1,318,262,178,95,12,19,39,18,17,1,0,12,36,46,204,155,76,719,632,53.22
Rocco Grimaldi,"COL, NSH","C, R",125,1386.6333333333,16,31,17,14,47,77.05,202,7.92,16.37,321,262,197,78,15,30,16,8,8,0,0,27,38,58,58,85,38,5,9,35.71
Tyler Myers,"VAN, WPG",D,230,3812.9833333333,12,34,19,15,46,29.11,352,3.41,15.16,709,490,169,36,10,37,90,45,45,0,0,14,146,83,216,229,251,0,0,-
Shayne Gostisbehere,PHI,D,198,3095.7,10,36,12,24,46,38.02,269,3.72,10.88,550,387,123,17,5,36,43,20,19,1,0,32,121,43,101,120,227,0,0,-
Markus Nutivaara,CBJ,D,178,2841.0666666667,13,33,17,16,46,41.44,217,5.99,10.2,409,299,96,24,3,22,14,7,7,0,0,13,54,38,153,173,125,0,0,-
Jason Spezza,"DAL, TOR",C,212,2178.95,17,29,17,12,46,63.89,245,6.94,21.11,463,347,222,109,16,20,42,21,21,0,0,11,97,48,41,105,72,943,733,56.26
Chandler Stephenson,"VGK, WSH",C,196,2115.75,17,29,19,10,46,56.10,126,13.49,12.8,227,188,146,71,9,13,18,8,8,0,0,13,43,63,104,189,80,268,296,47.52
Casey Cizikas,NYI,C,185,2048.5666666667,26,20,11,9,46,64.79,215,12.09,20.9,352,274,232,135,18,22,59,28,27,1,0,23,68,86,376,229,109,1057,938,52.98
Nolan Patrick,PHI,C,145,1765.8166666667,17,29,13,16,46,70.77,194,8.76,20.48,333,270,221,104,8,28,38,18,18,0,0,31,42,67,116,142,45,725,696,51.02
Oskar Lindblom,PHI,L,134,1625.75,23,23,19,4,46,64.79,218,10.55,20.96,356,281,214,124,7,22,24,12,12,0,0,16,38,36,118,144,76,13,20,39.39
Samuel Girard,"COL, NSH",D,225,3729.0833333333,10,35,17,18,45,29.03,234,4.27,8.91,546,325,112,12,5,30,21,9,8,1,0,41,98,64,152,300,229,1,0,100.00
Mikko Koivu,MIN,C,185,2351.25,14,31,19,12,45,54.22,236,5.93,20.77,401,327,240,102,8,36,64,32,32,0,0,11,29,82,77,85,100,1200,1074,52.77
Christian Fischer,ARI,R,206,2288.4833333333,22,23,13,10,45,65.22,297,7.41,25.18,469,378,279,146,29,40,40,20,20,0,0,32,26,32,367,293,62,7,27,20.59
Barclay Goodrow,"S.J, T.B","C, R",199,2093.25,20,25,10,15,45,56.25,211,9.48,21.18,356,293,214,109,12,21,105,38,30,7,1,26,43,78,350,259,129,660,556,54.28
Kyle Clifford,"L.A, TOR",L,191,1994.7,21,24,15,9,45,69.23,297,7.07,26.12,503,421,268,137,14,41,143,44,33,7,4,28,38,29,374,274,43,10,17,37.04
Warren Foegele,CAR,L,147,1688.8,22,23,14,9,45,66.18,221,9.95,24.74,379,303,243,135,13,38,36,18,18,0,0,32,52,67,191,203,29,25,30,45.45
Zach Sanford,STL,L,118,1422.1166666667,22,23,12,11,45,66.18,160,13.75,16.64,278,221,199,95,13,17,39,18,17,1,0,12,28,45,155,158,63,8,13,38.10
Esa Lindell,DAL,D,231,4152.9,8,36,14,22,44,28.03,265,3.02,10.74,550,356,150,28,12,34,33,15,14,1,0,15,165,54,291,345,278,0,0,-
David Savard,CBJ,D,231,3984.95,11,33,19,14,44,25.58,337,3.26,13.58,654,464,146,29,4,42,68,34,34,0,0,14,99,45,346,308,353,0,0,-
Ron Hainsey,"OTT, TOR",D,225,3791.2,7,37,12,25,44,23.91,169,4.14,6.12,440,272,94,7,8,23,34,17,17,0,0,2,181,46,207,172,318,0,0,-
Troy Stecher,VAN,D,215,3440.6333333333,7,37,17,20,44,31.65,254,2.76,9.12,583,372,151,15,18,38,76,34,33,0,1,45,80,70,240,386,194,0,1,0.00
Anton Stralman,"FLA, T.B",D,196,3399.5166666667,8,36,15,21,44,25.43,261,3.07,9.61,499,334,114,26,5,25,24,12,12,0,0,11,77,79,194,233,188,0,0,-
Radko Gudas,"PHI, WSH",D,210,3040.1666666667,6,38,20,18,44,34.38,338,1.78,8.99,700,486,94,9,17,39,113,44,39,3,2,22,122,43,543,303,236,0,0,-
Mike Green,"DET, EDM",D,159,2909.5666666667,12,32,9,23,44,46.32,224,5.36,10.02,462,323,133,22,8,23,72,36,36,0,0,12,142,53,190,265,180,0,0,-
Jordan Martinook,"ARI, CAR",L,208,2420.2333333333,19,25,17,8,44,60.27,271,7.01,30.58,532,414,324,173,18,49,70,35,35,0,0,30,52,89,379,293,80,203,230,46.88
Zemgus Girgensons,BUF,C,212,2403.2666666667,19,25,12,13,44,65.67,247,7.69,21.2,404,333,231,128,8,16,39,18,17,1,0,27,29,32,378,290,50,53,82,39.26
Zack Smith,"CHI, OTT","C, L",188,2401.2666666667,15,29,15,14,44,64.71,232,6.47,20.22,424,333,210,108,20,22,94,41,37,4,0,28,78,69,325,227,61,652,654,49.92
Jeff Carter,L.A,C,163,2132.95,25,19,13,6,44,63.77,306,8.17,27.19,549,450,280,126,20,47,56,28,28,0,0,12,50,36,157,79,53,885,856,50.83
Adam Lowry,WPG,"C, L",172,2070.8333333333,19,25,14,11,44,64.71,212,8.96,21,353,286,233,119,14,26,46,17,13,4,0,22,30,78,458,222,73,1074,778,57.99
Loui Eriksson,VAN,L,180,2045.2,19,25,12,13,44,65.67,217,8.76,20.02,337,285,209,125,11,19,30,15,15,0,0,12,19,54,19,125,54,6,5,54.55
Zdeno Chara,BOS,D,203,3588.8333333333,14,29,11,18,43,25.75,292,4.79,11.38,623,420,136,21,7,38,128,53,47,6,0,17,133,81,251,211,206,0,0,-
Hampus Lindholm,ANA,D,200,3574.7166666667,7,36,12,24,43,30.07,270,2.59,9.95,594,382,144,18,12,35,88,44,44,0,0,11,143,42,157,274,213,0,0,-
Joel Edmundson,"CAR, STL",D,201,3300.65,14,29,15,14,43,32.33,288,4.86,12.82,594,409,149,30,7,40,118,53,49,4,0,21,100,41,333,195,256,0,1,0.00
Olli Maatta,"CHI, PIT",D,207,3242.7666666667,11,32,18,14,43,31.16,285,3.86,9.22,594,388,119,13,7,41,46,23,23,0,0,9,130,44,297,520,278,0,0,-
Miro Heiskanen,DAL,D,150,2760.15,11,32,18,14,43,42.16,259,4.25,12.56,515,335,183,36,10,31,20,10,10,0,0,14,144,58,67,239,119,0,0,-
Garnet Hathaway,"CGY, WSH",R,201,1871.35,20,23,13,10,43,59.72,208,9.62,23.61,371,291,248,137,17,26,147,47,36,7,4,53,56,48,526,262,92,13,27,32.50
Cody Ceci,"OTT, TOR",D,212,3916.3666666667,11,31,19,12,42,28.57,282,3.90,12.27,648,422,168,39,14,43,32,16,16,0,0,11,110,40,331,369,301,0,0,-
Nikita Zadorov,COL,D,211,3316.1833333333,16,26,11,15,42,30.00,237,6.75,9.6,572,372,131,17,5,28,160,74,70,4,0,19,91,44,626,191,167,0,0,-
Johan Larsson,BUF,"C, L",215,2554.2166666667,12,30,14,16,42,57.53,195,6.15,16.7,354,289,188,86,15,9,75,35,34,1,0,23,58,80,298,317,84,939,839,52.81
Alex Chiasson,"EDM, WSH",R,199,2222.3833333333,23,19,13,6,42,56.00,190,12.11,19.61,340,268,211,112,11,24,58,24,23,0,1,12,57,61,185,282,65,14,35,28.57
Ryan Reaves,"PIT, VGK",R,230,2088.7333333333,18,24,13,11,42,60.00,184,9.78,21.53,316,253,222,124,5,33,117,42,34,7,1,24,28,64,843,250,75,72,86,45.57
Trevor Lewis,L.A,C,168,1987.0666666667,18,24,17,7,42,66.67,279,6.45,22.32,461,377,232,116,23,40,46,20,18,2,0,21,36,34,234,205,59,122,176,40.94
Luke Kunin,MIN,C,131,1628.4,19,23,14,9,42,65.63,213,8.92,17.87,390,299,201,82,8,32,57,22,19,3,0,22,28,18,161,131,82,247,309,44.42
Andrew Mangiapane,CGY,L,122,1384.15,23,19,14,5,42,62.69,166,13.86,18.29,299,234,210,100,8,14,20,10,10,0,0,19,41,56,121,122,45,19,34,35.85
Mark Pysyk,FLA,D,210,3125.45,12,29,17,12,41,31.06,228,5.26,12.08,427,307,125,42,12,21,52,26,26,0,0,18,135,83,258,200,205,3,3,50.00
Brad Richardson,ARI,"C, R",201,2383.1666666667,22,19,13,6,41,58.57,274,8.03,25.69,473,361,274,134,14,41,57,26,25,1,0,11,47,51,198,202,119,1186,946,55.63
Rasmus Dahlin,BUF,D,141,2295.2666666667,6,35,13,22,41,43.62,179,3.35,7.01,359,237,96,18,6,13,46,23,23,0,0,18,96,47,159,138,106,0,0,-
Justin Abdelkader,DET,L,195,2288.7,11,30,14,16,41,64.06,199,5.53,18.85,359,295,206,103,12,22,79,32,27,5,0,23,75,27,432,168,78,92,96,48.94
Pierre-Edouard Bellemare,"COL, VGK","C, L",217,2234.6,17,24,15,9,41,56.94,259,6.56,19.78,441,340,225,98,16,25,24,12,12,0,0,19,50,109,139,248,107,909,731,55.43
Jujhar Khaira,EDM,L,193,2068.1666666667,17,24,15,9,41,69.49,185,9.19,17.75,349,258,214,99,8,15,93,36,29,7,0,18,85,53,378,266,72,225,260,46.39
David Kampf,CHI,C,179,2018.3666666667,15,26,15,11,41,71.93,186,8.06,18.71,320,255,211,109,11,26,20,10,10,0,0,17,28,64,100,268,70,773,777,49.87
Ryan Donato,"BOS, MIN",C,130,1370.15,23,18,8,10,41,71.93,211,10.90,17.62,390,303,194,96,17,26,14,6,6,0,0,23,29,49,78,169,35,58,74,43.94
Adam Pelech,NYI,D,194,3186.6,9,31,13,18,40,30.30,245,3.67,10.3,531,354,118,26,9,23,46,23,23,0,0,12,116,91,296,327,270,0,0,-
Brian Dumoulin,PIT,D,184,3169.6166666667,8,32,12,20,40,25.00,206,3.88,8.68,468,315,97,12,7,26,46,23,23,0,0,17,92,68,245,387,209,0,0,-
Jordie Benn,"MTL, VAN",D,202,3073.7,8,32,15,17,40,35.40,228,3.51,6.1,491,316,76,6,10,26,60,27,25,2,0,17,143,39,239,296,260,0,0,-
Braydon Coburn,T.B,D,186,2584.4166666667,5,35,16,19,40,34.78,220,2.27,8.6,470,317,104,19,10,25,73,35,34,1,0,9,43,28,219,225,130,0,0,-
Melker Karlsson,S.J,C,211,2203.85,21,19,8,11,40,62.50,190,11.05,19.09,332,266,218,96,14,17,58,29,29,0,0,18,46,67,181,267,120,32,29,52.46
Tomas Nosek,VGK,L,202,1991.1166666667,19,21,15,6,40,58.82,271,7.01,27.98,456,368,315,169,14,39,40,20,20,0,0,24,39,70,201,315,54,294,253,53.75
Michael Grabner,"ARI, N.J, NYR","L, R",167,1895.7333333333,26,14,9,5,40,63.49,227,11.45,23.7,372,302,241,139,25,29,20,10,10,0,0,18,49,75,102,38,45,8,7,53.33
Josh Archibald,"ARI, EDM, PIT",R,172,1879.15,21,19,13,6,40,64.52,177,11.86,16.16,338,260,196,87,14,15,20,10,10,0,0,20,21,33,395,240,78,34,57,37.36
Justin Faulk,"CAR, STL",D,227,3941.55,13,26,15,11,39,26.00,407,3.19,17.19,807,555,191,39,15,41,96,48,48,0,0,9,130,102,325,220,237,0,0,-
Kris Russell,EDM,D,205,3335.6166666667,7,32,15,17,39,33.62,173,4.05,7.48,381,256,98,14,8,15,32,16,16,0,0,19,156,62,228,312,414,0,0,-
